"County","State","pct_more_65y","pct_less_18y","pct_high_school","pct_asian","pct_black","pct_latino","pct_white","pct_homeownership","households","housing_units","median_value_occupied_units","pers_houshold","median_household_income","income_capita","land_area","lang_other_eng","living_same_house","mean_travel_time_work","pct_female","veterans","pop_2020","pop_2010","pop_square_mile","retail_sales","total_firms","party","diff_Biden_Trump"
"Barrow County","GA",12.7,25.7,84.5,4,12.9,12.2,69.4,75.6,26305,29782,159700,2.99,62345,25266,160.31,13.1,88.7,34.7,50.9,4161,83505,69367,432.7,671608,6212,"REP",-16351
"Barry County","MI",18.9,21.9,92.7,0.5,0.7,3.1,93.8,83.5,24296,27975,158400,2.46,64490,31760,553.09,2.5,89.7,27.9,49.6,3931,62423,59173,107,286016,4239,"REP",-11674
"Barry County","MO",21,22.7,83.6,2.4,0.7,9.9,84.5,73.7,13645,17662,120600,2.58,44403,25068,778.25,8.4,84.9,22.7,49.7,2697,34534,35597,45.7,379243,2637,"REP",-9477
"Bartholomew County","IN",16.5,23.7,90.6,8.5,2.4,7.2,80.5,71.4,31452,34687,153500,2.59,63431,31774,406.91,12,83.3,19.7,49.7,3808,82208,76794,188.7,1113091,4900,"REP",-9476
"Barton County","KS",19.9,23.6,89.5,0.3,1.9,15.3,81,70.3,10624,12754,93300,2.45,49723,27495,895.4,10.6,82.1,16.4,50.5,1546,25493,27674,30.9,420376,3370,"REP",-6178
"Barton County","MO",21.2,23.2,87.2,0.6,0.6,2.9,92.4,70.1,4895,5589,97500,2.37,44125,26509,591.92,2.6,90.2,23.2,50.9,714,11637,12402,21,146096,1054,"REP",-4324
"Bartow County","GA",14.4,23.8,83.6,1,11.3,9.2,76.9,66.3,37627,42298,163900,2.76,57423,26493,459.54,9,85.2,29.4,50.7,6156,108901,100157,217.9,1264878,9068,"REP",-25581
"Bastrop County","TX",15.6,25.4,81.9,0.9,7.3,39.7,51.1,77.7,25571,31090,172000,3.22,64597,27773,888.15,29.5,86.3,34,49.2,7026,97216,74171,83.5,867770,6046,"REP",-5042
"Bates County","MO",19.6,23,87.4,0.3,1.3,2.3,93.8,72.7,6547,7838,114600,2.44,47625,27635,836.69,2.1,86.4,31.9,50.2,1095,16042,17049,20.4,171685,1209,"REP",-4925
"Bath County","KY",17,25.6,76.9,0.4,1.4,1.7,94.8,72.1,4827,5539,89700,2.54,44898,22238,278.79,4.4,88.3,29.8,50.6,671,12750,11591,41.6,47802,939,"REP",-2413
"Bath County","VA",28,15.1,90.3,0.5,4.8,2.2,91.1,75.3,1801,3300,165300,2.28,49738,27527,529.16,2,89.4,23,49.4,373,4209,4731,8.9,17227,402,"REP",-1188
"Baxter County","AR",31.1,17.8,88.7,0.5,0.5,2.6,94.3,76.1,18435,23028,133400,2.22,42260,26863,554.28,1.8,84,16.2,51.5,4670,41627,41513,74.9,476645,4159,"REP",-11201
"Bay County","FL",18.6,20.6,90.7,2.3,11.3,6.7,76.6,65.1,71422,104768,178400,2.52,54316,29290,758.46,7.4,79.1,24,50.4,21135,175216,168852,222.6,2728227,12985,"REP",-40483
"Bay County","MI",21,19.9,90.5,0.6,1.8,5.5,89.8,76.8,44339,48366,102000,2.32,48819,27469,442.3,2.1,89.1,22.8,50.9,7621,103856,107771,243.7,1302984,7236,"REP",-6974
"Bayfield County","WI",28.2,17.3,95.1,0.5,0.6,2.2,84.2,83.2,7057,13512,170200,2.11,56096,31825,1477.86,3.9,92,22.9,49.2,1400,16220,15014,10.2,84548,1667,"DEM",1530
"Baylor County","TX",24.1,22.9,85.5,0.5,3.1,14.2,80.4,72.4,1530,2649,62000,2.29,40739,22987,867.48,4.6,90.1,8.7,51.4,222,3465,3726,4.3,24018,240,"REP",-1311
"Beadle County","SD",17.8,27.1,84.3,10.1,1.5,10.7,75.2,65.7,7557,8569,109700,2.35,52313,27655,1258.71,16.8,87.1,14.5,49.4,820,19149,17398,13.8,257822,1757,"REP",-2701
"Bear Lake County","ID",20.7,26.9,93.5,0.5,0.4,4.3,93.1,76.6,2424,4204,149800,2.46,54167,26378,974.79,3.8,85.4,25.5,49.9,314,6372,5986,6.1,58828,438,"REP",-2564
"Beaufort County","NC",24.6,19.8,87.7,0.5,24.8,8,65.9,69.9,19701,26383,132800,2.37,45212,27504,827.19,6.4,94.1,23.1,52.5,2989,44652,47759,57.7,548353,4088,"REP",-6804
"Beaufort County","SC",28,18.2,92.8,1.5,17.9,11.1,68.5,73.3,71477,102705,298100,2.53,68377,38946,576.28,11.1,84.3,22.7,51,18056,187117,162233,281.5,2090475,16653,"REP",-9775
"Beauregard Parish","LA",15.9,24.9,85.3,0.7,12.1,3.8,80.5,77.5,13520,16223,127500,2.71,53209,26331,1157.34,5.4,86.4,30.2,49,3150,36549,35654,30.8,383653,2330,"REP",-11033
"Beaver County","OK",19.8,26.2,83.8,0.4,1.4,25.9,69.5,76.5,1971,2687,101200,2.69,52349,24514,1814.67,19.9,87.6,18.2,49.5,191,5049,5636,3.1,37548,514,"REP",-1778
"Beaver County","PA",22,19.2,93.1,0.6,6.5,1.8,89.1,73.1,71167,79793,141100,2.29,57807,31305,434.71,2.8,89.4,26.3,51.4,12244,168215,170539,392.3,1590246,11951,"REP",-16637
"Beaver County","UT",14.1,32.4,88.9,0.8,0.4,12.4,83.8,74.1,2282,3059,177600,2.83,55221,23382,2589.88,12.1,90.4,18.4,49.2,327,7072,6629,2.6,115544,607,"REP",-2338
"Beaverhead County","MT",22.3,17.4,95.1,0.5,0.4,5.5,89.5,67.8,3992,5363,215400,2.22,43201,28401,5541.62,5.1,81,15.8,48.8,737,9371,9246,1.7,124519,1353,"REP",-2315
"Becker County","MN",21.1,24.1,93.1,0.5,0.7,2.3,86.1,78.5,13617,20066,198400,2.46,60284,31729,1315.2,3,89.9,22.5,50.1,2660,35183,32504,24.7,459672,3773,"REP",-5849
"Beckham County","OK",14.7,25,85.5,1.1,4.3,14.7,75,66.2,7578,10054,128400,2.66,50721,24480,901.81,10.8,82.9,20.1,46.5,1127,22410,22119,24.5,715374,2807,"REP",-5719
"Bedford County","PA",23.4,19.1,87.9,0.4,0.7,1.3,96.7,79.1,19882,24474,136700,2.41,50509,26078,1012.3,2.8,91.4,26.6,50.3,3452,47577,49762,49.2,576180,3715,"REP",-18658
"Bedford County","TN",15.2,25.4,82.1,1,8.4,13.1,76.1,68.5,17029,19531,151100,2.8,50415,24864,473.64,11.6,89.2,24.9,50.7,2907,50237,45058,95.1,407587,3442,"REP",-9901
"Bedford County","VA",21.8,19.7,90,1.2,7.2,2.4,87.6,82.1,31317,37040,201900,2.49,64199,33678,753.02,4.4,87,27.2,50.8,6607,79462,68676,91.2,521240,4688,"REP",-23424
"Bee County","TX",12.6,21,75.4,0.6,8.9,59.3,30.8,62.7,8269,10763,90600,3,44578,18340,880.24,34.7,84.4,20.9,39.1,2276,31047,31861,36.2,330593,1967,"REP",-2718
"Bell County","KY",19.7,21,69.6,0.4,2.5,1.2,94,66,10624,13272,59800,2.44,26272,15501,359,0.5,85.8,22.3,51,1054,24097,28691,79.9,365058,1848,"REP",-6351
"Bell County","TX",11.2,27.6,91,3.2,24.4,25.6,44.6,54.3,122689,144240,147700,2.75,54884,26677,1051.02,19.4,75.4,21.2,50.3,49937,370647,310235,295.2,3626052,17636,"REP",-10879
"Belmont County","OH",21.4,18.8,90.2,0.5,4.2,1.1,92.4,76.4,25919,32238,100500,2.47,50904,27580,532.13,1.8,90.6,24.6,48.9,4690,66497,70400,132.3,1042545,4239,"REP",-14422
"Beltrami County","MN",16.5,25.1,92.1,0.8,0.9,2.6,71.7,67.1,17372,21995,162600,2.55,49160,25418,2504.94,4.2,83,19.4,50.1,2796,46228,44442,17.7,702693,3656,"REP",-762
"Ben Hill County","GA",17.9,24.5,83.5,0.9,37,6.3,54.8,58.8,6443,8066,83400,2.59,32229,17774,250.12,5.5,92.1,16.2,52.8,820,17194,17634,70.5,200347,1475,"REP",-1718
"Benewah County","ID",22.8,22.1,87.6,0.4,0.5,3.8,84.6,73.3,3418,4790,167000,2.65,47556,23255,776.62,3.9,87.8,22,48.6,1037,9530,9285,12,76486,716,"REP",-2901
"Bennett County","SD",13.3,33.8,80.4,0.6,0.7,6.2,32.5,60.5,984,1269,75900,3.44,47500,17793,1184.71,10.6,91.8,17.3,50.7,170,3381,3431,2.9,32345,231,"REP",-228
"Benson County","ND",14.4,35.2,86.3,0.2,0.5,4.1,40.5,67,2248,3055,78100,3.05,47667,21707,1388.71,7.4,93.1,18.3,49.1,352,5964,6660,4.8,12279,251,"REP",-272
"Bent County","CO",18.9,15.4,84.8,1.5,7.3,32.2,57,59.6,1767,2277,81000,2.23,30900,13930,1512.86,12.4,90.8,17.9,35.6,427,5650,6499,4.3,17419,344,"REP",-771
"Benton County","AR",13.6,26,88.6,4.2,2.1,17.1,72.6,66.6,97249,112183,183400,2.7,66362,34442,847.36,13.6,86.3,20,50.3,15349,284333,221339,261.2,2905967,18936,"REP",-31716
"Benton County","IA",19,23.2,94.1,0.4,0.7,1.6,96.1,82.8,10306,11189,157200,2.45,67729,33301,716.27,2.8,89.3,24.5,50,1689,25575,26076,36.4,197174,2154,"REP",-4028
"Benton County","IN",18,25,89.9,0.2,1.1,5.4,92.1,74,3432,3939,92500,2.49,49488,25187,406.42,3.6,86,27.6,50.1,426,8719,8854,21.8,53253,896,"REP",-1998
"Benton County","MN",14.3,25.4,91.7,1.1,5.2,2.8,88.6,67.4,16452,17495,174900,2.39,57715,29831,408.3,4.9,85.8,22.9,50,2162,41379,38451,94.2,510315,3261,"REP",-7102
"Benton County","MO",31.2,17.3,84.5,0.4,0.6,2.1,94.5,81.6,7872,14274,117500,2.4,40249,24317,704.06,3.6,86,28.9,49.9,1966,19394,19056,27.1,182987,1802,"REP",-5929
"Benton County","MS",19,21.3,72.6,0.1,35.8,2.6,60.1,80.6,3149,4290,78000,2.59,36258,20643,406.62,2.6,93.1,32.4,50.6,487,7646,8729,21.5,24395,530,"REP",-891
"Benton County","OR",16.8,16.1,95.9,7,1.2,7.8,79.8,57.2,35718,39105,331300,2.39,62077,33817,675.94,14,74.2,19.6,49.9,5254,95184,85579,126.6,731042,6693,"DEM",20949
"Benton County","TN",23.9,19.9,82.4,0.6,2.6,2.7,92.3,77.1,6762,9172,85600,2.36,37512,22636,394.14,1.1,92.3,24.2,51.1,1295,15864,16489,41.8,150851,1043,"REP",-4139
"Benton County","WA",15.4,26.6,90.2,3.3,1.8,22.6,69.4,68.8,72121,78624,235800,2.72,69023,32882,1700.38,21,84.7,21.8,49.9,12844,206873,175177,103,2463523,10465,"REP",-21659
"Benzie County","MI",27,17.7,93.3,0.5,0.7,2.5,93.7,89.7,6792,12649,185500,2.55,57974,29425,319.7,3.7,92.3,25.9,50.1,1623,17970,17525,54.8,128039,2162,"REP",-1121
"Bergen County","NJ",17.7,21.1,92.5,17,7.4,21,55.1,64.8,339856,360816,469500,2.71,101144,51214,233.01,40,91.2,33.1,51.4,27237,955732,905116,3884.5,20349156,110267,"DEM",81550
"Berkeley County","SC",14.2,23.8,89.4,2.7,24.7,7,63.3,71.9,76881,88357,185500,2.75,63309,29662,1098.86,8.3,83.4,28.2,50.4,22199,229861,177843,161.8,1730566,12978,"REP",-12174
"Berkeley County","WV",15,23,89,1.1,7.9,4.8,83.6,74.6,44221,50333,182200,2.6,62515,29994,321.14,5.4,86.6,30.6,50.3,9889,122076,104169,324.4,939220,6779,"REP",-16093
"Berks County","PA",17.6,22.2,86.7,1.6,7.4,22.5,70.3,71.5,154712,167853,178700,2.62,63728,31571,856.51,19,86.7,25.2,50.8,22270,428849,411442,480.4,5719377,30342,"REP",-16841
"Bernalillo County","NM",16.9,21.4,88.9,2.9,3.6,50.3,38.3,63,267699,296404,199300,2.5,53329,30734,1160.83,29.2,84.9,22.4,51,47654,676444,662564,570.8,9548159,50277,"DEM",77622
"Berrien County","GA",17.2,23.9,79,1.2,11.2,5.5,80.9,64.2,7367,8848,88000,2.57,40415,19547,451.9,6,89.3,22.6,50.7,906,18160,19286,42.7,127067,1197,"REP",-5150
"Berrien County","MI",20.3,21.6,89.7,2.1,14.8,5.8,74.8,70.7,63665,77891,150700,2.36,50795,30864,567.75,7.6,85.5,19.9,51.1,9464,154316,156813,276.2,1681104,13394,"REP",-6081
"Bertie County","NC",23.6,17.4,78.4,0.8,61.1,2.4,34.7,74.4,7909,9843,82200,2.28,35527,22947,699.27,3.5,89.8,28,49.3,1130,17934,21282,30.4,95917,1390,"DEM",2122
"Bexar County","TX",12.4,25.3,84.2,3.3,8.6,60.7,27.1,58.5,636245,705038,161800,3.02,57157,27834,1239.82,39.6,83.3,25.6,50.6,145733,2009324,1714773,1383.1,26480589,147956,"DEM",139834
"Bibb County","AL",16.7,20.3,79.1,0.2,21.3,2.8,74.4,74.4,6891,9261,92800,2.99,47542,20778,622.58,2.3,89.7,29.7,46.7,1433,22293,22915,36.8,118871,1310,"REP",-5539
"Bibb County","GA",16,24.2,86,2.2,55.8,3.5,37.4,52.3,58116,70019,120200,2.53,41334,25640,249.76,5.4,83,21.3,53.2,9371,157346,155547,622.8,2597512,15461,"DEM",16849
"Bienville Parish","LA",21.7,22.2,84.1,0.3,41.6,2.1,54.5,73.1,5812,7945,75900,2.28,30272,21491,811.27,1.5,90.5,30.2,52.1,777,12981,14353,17.7,66492,960,"REP",-824
"Big Horn County","MT",13.3,33.5,89.5,0.7,0.4,6.6,26.5,63.4,3609,4728,126100,3.67,49859,18934,4995.46,28.7,92.9,18.4,50.8,719,13124,12865,2.6,101447,672,"DEM",284
"Big Horn County","WY",21.9,24.6,89.7,0.5,0.8,9.2,87.5,73.2,4475,5478,163400,2.6,52804,24693,3137.1,7.5,85.9,18.4,49.9,883,11521,11668,3.7,90675,1195,"REP",-4018
"Big Stone County","MN",26.8,21.6,92.6,0.3,0.5,2.1,95.5,72.9,2298,3166,97900,2.1,53900,29459,499.02,3.8,87.2,18.1,50,373,5166,5269,10.6,38233,395,"REP",-810
"Billings County","ND",22.7,20.8,89.5,4.1,0.4,2.6,91.9,79.1,383,562,199400,2.33,75208,42071,1148.85,3.7,97.9,25.8,45.8,51,945,783,0.7,11883,158,"REP",-469
"Bingham County","ID",14.5,30.4,89.2,1,0.6,17.9,73.9,76.8,14989,17003,160100,3.04,55472,23059,2093.98,14.7,87,23.3,50.2,2222,47992,45607,21.8,256182,3960,"REP",-11171
"Black Hawk County","IA",16.9,21.7,91.4,2.5,9.7,4.6,80.6,65.5,52905,58457,147500,2.41,53539,30563,565.77,9.2,80,16.2,50.8,7589,131144,131090,231.7,2110454,9054,"DEM",6007
"Blackford County","IN",21.9,21.5,89.4,0.6,0.8,1.8,95.2,74.7,5235,6007,70600,2.26,43505,24302,165.08,2.8,89.8,23,51,943,12112,12766,77.3,96672,823,"REP",-2465
"Bladen County","NC",22.8,20.3,81.3,0.3,34,7.8,54.9,71.4,13636,18007,95300,2.42,36173,23440,874.33,8.1,91.4,25.8,52.5,2172,29606,35190,40.2,199496,2191,"REP",-2350
"Blaine County","ID",20.3,21.1,88.7,1.2,0.7,23.5,73.7,70.1,7995,15600,428900,2.75,56694,33645,2643.59,22.3,90.8,19.6,49.8,1453,24272,21376,8.1,298595,5233,"DEM",4887
"Blaine County","MT",15.8,29.5,89.9,0.2,0.4,3.7,43.8,58,2366,2857,94300,2.79,41279,19258,4227.55,7.6,89.6,15,50.1,434,7044,6491,1.5,46892,431,"DEM",120
"Blaine County","NE",26.9,18.5,95,0.3,0.4,1.5,96.8,73.7,213,324,75700,2.24,51094,25097,710.87,1.6,86.9,19,47.7,50,431,478,0.7,8978,87,"REP",-245
"Blaine County","OK",20.2,25.6,82.7,0.4,3.5,12.5,71.4,73.4,3898,5199,85100,2.06,45792,25851,928.42,11,83.9,23,50.2,468,8735,11943,12.9,89693,833,"REP",-2448
"Blair County","PA",21.3,20.2,91.4,0.7,2,1.3,94.5,69.8,52126,57027,123600,2.3,49181,28119,525.8,2.3,89.3,20.4,51,9111,122822,127089,241.7,2286728,7961,"REP",-27670
"Blanco County","TX",25.2,17.8,90.1,0.9,1.5,19.7,76.5,78.6,4343,5866,246400,2.62,66390,37998,709.25,11.2,88.1,27.7,50.1,1145,11374,10497,14.8,68679,1563,"REP",-3532
"Bland County","VA",23.6,15,88.6,0.6,4,1,93.4,81.4,2367,3356,113200,2.32,48531,22522,357.73,2.4,90.1,28.9,45.2,362,6270,6824,19.1,33844,332,"REP",-2371
"Bleckley County","GA",17.1,20,88.6,1.1,26.9,3.2,67.8,74.3,4176,5324,102300,2.71,48174,20458,215.87,2,84.5,25.6,52.3,742,12583,13063,60.5,88382,980,"REP",-3017
"Bledsoe County","TN",18.8,14.5,75.6,0.3,7.7,2.8,87.3,73.8,4894,5796,134600,2.79,44122,21700,406.43,2.7,88.9,32.2,40.5,945,14913,12876,31.7,53245,819,"REP",-3754
"Blount County","AL",18.7,22.9,80.5,0.3,1.7,9.7,86.8,78.8,20847,24517,127800,2.74,49358,24747,644.78,8.2,93.4,34.4,50.8,3417,59134,57322,88.9,298745,4550,"REP",-22071
"Blount County","TN",20.6,19.9,89.1,1,3,3.6,90.6,75.4,50557,58942,182100,2.53,56667,30548,558.71,3.6,90.7,24.9,51.4,9931,135280,123010,220.2,1441212,11098,"REP",-29437
"Blue Earth County","MN",14.2,19.9,94.5,2.5,4.3,3.9,87.2,62,26091,29176,184800,2.41,57429,29677,747.84,6.9,80.1,18.1,49.7,3483,69112,64013,85.6,1413117,5788,"DEM",1599
"Boise County","ID",26.3,16.3,94.3,1,0.5,5.2,90.1,82.8,3205,5697,232300,2.28,59646,31975,1899.24,5.5,87.2,38,48,846,7610,7028,3.7,19952,698,"REP",-2281
"Bolivar County","MS",16.3,24.4,77.8,1.1,63.7,2.2,32.7,53.6,12111,14399,96100,2.51,29854,18843,876.57,3.3,89.2,18.7,53.4,1076,30985,34145,39,371156,2671,"DEM",4233
"Bollinger County","MO",21.1,21.2,79.8,0.2,0.6,1.5,95.9,80.8,4593,5878,110800,2.62,44158,21340,617.91,1.4,90,31.9,49.9,791,10567,12363,20,73312,927,"REP",-4417
"Bon Homme County","SD",20.8,19.4,87.4,0.3,1.4,3.1,86.2,73.5,2536,2997,89600,2.16,54737,24131,563.7,6.7,83.3,19,40.8,478,7003,7070,12.5,47128,599,"REP",-1514
"Bond County","IL",19.4,19.1,89.2,0.8,6.3,3.6,87.4,75.9,6299,7278,119700,2.35,57289,28119,380.28,4.3,85.8,25.3,48.1,1214,16725,17768,46.7,124183,1140,"REP",-3337
"Bonner County","ID",25.4,19.7,90.8,0.8,0.3,3.4,92.6,75.7,17537,25360,254200,2.46,50256,27918,1734.57,2.6,84.8,25.8,50.1,4340,47110,40877,23.6,437996,4550,"REP",-10059
"Bonneville County","ID",13.5,30.3,92,1.1,0.7,13.4,82.5,69.6,39768,44564,181200,2.84,60615,28671,1866.08,11.4,80.9,19.3,50.1,6126,123964,104234,55.9,1956459,11115,"REP",-23551
"Boone County","AR",20.9,22.8,87.4,0.6,0.5,2.6,93.7,71.8,15034,17074,124300,2.45,45374,24727,590.23,1.5,84.1,20,50.7,3056,37373,36903,62.5,493268,3690,"REP",-10588
"Boone County","IA",19,21.1,93.9,0.5,1.2,2.7,94.3,78.1,10954,12074,132700,2.35,64000,32889,571.57,2.6,85.8,22.7,49.3,1648,26715,26306,46,217240,1955,"REP",-2392
"Boone County","IL",16.1,24.5,86.2,1.5,2.8,22.8,71.9,81,18571,20093,153400,2.86,69272,31943,280.72,20.4,89.5,28.7,50,2986,53448,54165,193,395434,4574,"REP",-3341
"Boone County","IN",13.8,26,93.7,3.4,2.1,3.2,89.7,77.1,25485,27992,233700,2.55,83077,48295,422.91,5.6,85,25.8,50.3,3233,70812,56640,133.9,1137916,5985,"REP",-7107
"Boone County","KY",14.1,25.8,93.1,2.4,3.8,4.4,87.3,74.5,46997,50589,189800,2.76,78327,35991,246.36,7.3,84.3,24.2,50.5,8685,135968,118811,482.3,2564640,8886,"REP",-23913
"Boone County","MO",12.8,20.4,94.5,5,9.8,3.5,78.4,55.6,70619,79354,185700,2.39,55328,30415,685.41,8.2,76.2,18.3,51.5,9132,183610,162642,237.3,3740976,15333,"DEM",11418
"Boone County","NE",23.4,23.2,94.9,0.4,0.5,2.2,96.2,76.2,2311,2633,118400,2.24,54979,33027,686.55,1.6,90.4,16.5,50.4,372,5379,5505,8,85849,811,"REP",-2154
"Boone County","WV",20.9,20.7,79.7,0.1,0.7,0.6,97.6,76.6,8932,11210,71500,2.49,40739,21751,501.54,0.4,90.9,33.2,50.2,1351,21809,24629,49.1,227385,907,"REP",-4775
"Borden County","TX",26.6,19.9,94.7,0.2,0.9,17.9,78.9,75.8,227,394,153300,2.7,72188,34028,897.44,16,92.3,25.4,48.5,34,631,641,0.7,8002,65,"REP",-381
"Bosque County","TX",25.4,21,86.5,0.6,2.2,18.9,77.1,77.4,7211,9805,121700,2.49,52148,26636,982.98,13.1,85.7,29.4,50.6,1198,18235,18212,18.5,90671,1556,"REP",-5908
"Bossier Parish","LA",14.9,24.7,89.7,1.9,23.1,6.9,65.9,63.4,49377,58307,172400,2.5,54268,28766,840.06,6,87.7,22.3,50.6,11245,128746,116979,139.3,1923345,9558,"REP",-22412
"Botetourt County","VA",23.3,18.9,92.8,0.8,3.3,1.8,92.7,86.3,13264,15025,227700,2.49,71110,35893,541.2,2.8,89.7,28,50.3,2867,33596,33148,61.2,321378,2597,"REP",-9399
"Bottineau County","ND",24.5,21.4,91.7,0.6,0.8,2.2,91.2,79.4,2992,4493,150100,2.08,60381,35655,1668.42,2.9,85.7,17.2,48.4,536,6379,6429,3.9,95482,652,"REP",-1754
"Boulder County","CO",14.8,18.8,95,5,1.2,14,77.4,62.2,127415,140551,497300,2.44,83019,46826,726.29,15.7,77.4,23.4,49.6,13779,330758,294567,405.6,4498340,44183,"DEM",116588
"Boundary County","ID",23.1,23,91.8,1,0.7,5.1,90,76.7,4653,5591,205000,2.52,43423,25782,1268.56,3.5,88.2,28.4,49.8,992,12056,10972,8.6,100067,1419,"REP",-3717
"Bourbon County","KS",20.2,25.5,91.3,1.1,3.2,2.8,89.7,71.4,5636,7108,82700,2.52,43917,23102,635.47,1.7,84.9,18.7,50.7,941,14360,15173,23.9,132695,1371,"REP",-3405
"Bourbon County","KY",19.7,22.5,84,0.5,5.9,6.8,85.1,63.2,8106,9103,146700,2.44,49637,27802,289.72,7.1,82.7,22.7,51.1,1207,20252,19985,69,248223,1565,"REP",-2894
"Bowie County","TX",17,23.6,88.8,1.2,25.4,7.8,63.1,63.5,34076,40202,119400,2.57,50164,27095,885.01,5.6,89.7,18.9,49.9,7091,92893,92565,104.6,1611296,5938,"REP",-16369
"Bowman County","ND",22.2,24.4,89.1,0.2,0.3,5.5,92,75.3,1350,1777,148600,2.27,62442,34880,1161.81,4.9,90,14.6,49.8,203,2993,3151,2.7,93240,375,"REP",-1167
"Box Butte County","NE",19.3,25.4,90.7,0.7,1.1,12.9,80.7,68.6,4743,5434,113600,2.27,54004,28156,1075.29,8.9,83.5,10.4,50.2,689,10842,11308,10.5,96471,948,"REP",-2951
"Box Elder County","UT",13.2,31.2,93.1,0.8,0.6,9.7,86.7,77.8,17569,19357,203600,3.05,62233,24797,5745.55,7.4,87.7,23.4,49,2347,57666,49975,8.7,482744,3682,"REP",-17075
"Boyd County","KY",20,21.3,88.2,0.6,2.9,1.9,93.1,68.8,18210,21628,111200,2.52,48308,26193,159.86,1.9,86.4,22.4,50.3,3511,48261,49542,309.9,1010396,3284,"REP",-7212
"Boyd County","NE",31,18.5,96,1.4,0.1,2.5,94.4,81.5,904,1371,73000,2.11,47778,29871,539.94,1.9,94.8,22.7,50.2,199,1810,2099,3.9,14353,167,"REP",-875
"Boyle County","KY",19.6,19.9,87.1,1,8.2,3.4,85.2,67.2,11023,12523,146400,2.44,46382,26413,180.17,3.9,77.4,21,50.1,1512,30614,28432,157.8,431446,2390,"REP",-3574
"Bracken County","KY",17.2,23.5,85.7,0.1,0.8,1.7,95.8,74,3318,3882,103100,2.49,49158,24124,205.61,2.1,92.1,38.4,49.9,337,8400,8488,41.3,25632,923,"REP",-2598
"Bradford County","FL",18,19.4,79.6,0.6,20.6,4.7,72.2,69.3,9115,11054,110800,2.57,45921,20529,293.96,4.3,87.5,33,44.4,2205,28303,28520,97,241168,1572,"REP",-7174
"Bradford County","PA",21.9,21.8,90.1,0.7,0.8,1.6,95.7,74,25021,30741,150600,2.41,52358,28392,1147.4,2.8,89.5,23.1,50.4,5539,59967,62622,54.6,903685,4187,"REP",-13554
"Bradley County","AR",19.2,24,81,0.5,27.4,15.9,55.1,65.2,4419,5809,89800,2.42,43184,22945,649.23,16.8,91.7,22.1,51,769,10545,11508,17.7,98854,536,"REP",-1121
"Bradley County","TN",17.3,21.9,85.3,1.2,5.2,6.6,85.1,65.5,40192,44532,161000,2.55,51331,26655,328.76,8,84.3,21.2,51.3,6307,108620,98963,301,1334961,7116,"REP",-25353
"Branch County","MI",18.7,23,89.1,0.7,2.4,5.1,90,74.2,16650,21023,109800,2.47,51947,25279,506.37,8.1,88.5,22.2,48.2,2712,44862,45248,89.4,435196,3302,"REP",-7905
"Brantley County","GA",17.2,23.2,78.9,0.3,4,2.3,91.8,80.3,6823,8224,72300,2.74,38857,20191,442.36,3.4,92.6,29.9,50.3,910,18021,18411,41.6,74020,1004,"REP",-6293
"Braxton County","WV",23.7,19.2,80.4,0.2,0.7,0.9,96.6,80.7,5624,7412,86400,2.46,41466,22269,510.81,0.5,90.3,29.1,49.6,873,12447,14523,28.4,171108,1042,"REP",-2663
"Brazoria County","TX",12.2,26.1,87.9,6.9,15.1,31.6,45.3,72.1,121523,142608,197700,2.87,81447,34561,1357.7,26.5,88,30.6,49.5,17565,372031,313166,230.7,3686329,25895,"REP",-28205
"Brazos County","TX",9.5,20.6,87.2,6.3,11.2,26.2,55.2,47.1,79412,94330,201800,2.61,49181,27632,585.45,24.2,70.5,17.3,49.6,8371,233849,194851,332.8,2672003,14857,"REP",-12181
"Breathitt County","KY",17.7,20.8,75.6,0.6,0.6,1.2,96.3,71,5358,6399,54000,2.35,27344,19053,492.41,0.7,88.9,30.7,50,432,13718,13878,28.2,118264,594,"REP",-2964
"Breckinridge County","KY",19.8,22.5,84.1,0.4,2.2,1.9,93.7,80.6,7598,10864,102900,2.61,47190,23286,567.17,3.5,86.7,32.6,49.9,1551,20432,20059,35.4,148162,1367,"REP",-5351
"Bremer County","IA",19.9,22.4,96.4,1.2,1.2,1.6,94.9,82.7,9676,10590,165700,2.42,70395,32814,435.48,2.5,88.5,20.7,50.5,1598,24988,24276,55.7,361835,1904,"REP",-2336
"Brevard County","FL",24.2,18.1,92.2,2.6,10.8,10.9,73.8,74.3,230417,282833,196400,2.51,56775,32176,1015.66,10.6,85.6,25.2,51.1,65436,606612,543376,535,6527527,44670,"REP",-59334
"Brewster County","TX",24.2,18.3,85.7,1.7,1.7,45.2,49.8,57.8,4088,5575,151400,2.23,47080,28915,6183.73,34.4,82.5,14.9,49,680,9546,9232,1.5,87727,837,"REP",-203
"Briscoe County","TX",26.1,19.5,86.1,0.3,3.3,25,68.8,69.3,602,957,66000,2.42,40227,23933,900,24.3,86.6,20.7,50.3,108,1435,1637,1.8,6310,140,"REP",-561
"Bristol city","VA",20.4,21.3,84.7,0.2,5.7,2.3,88.2,60.4,7334,3279,111700,2.26,37500,23015,13.01,2.5,86,19.9,52.9,1216,17219,17835,1370.6,349853,1490,"REP",-3034
"Broadwater County","MT",24,19.6,93.2,0.3,0.6,2.9,93.3,82.5,2364,2739,222200,2.5,60594,31631,1192.54,3.8,86.4,28.2,48.5,677,6774,5612,4.7,77668,486,"REP",-2338
